label,Content
0,"Back when I was a pup of a reporter, a wise old editor at The New York Times pulled me aside after I submitted a news story with too much attitude. His name was Shelly Binn, and I’ll never forget the bright red line he drew for me.  “Nobody expects you to be objective,” he said. “That’s impossible because we all have feelings and opinions. But you have to be fair to both sides, no matter how you feel.”  There it was, a golden rule of journalism: Objectivity is a myth, fairness is a must. Obviously, the CNBC debate moderators never got the lesson.  The news business is in trouble and overt displays of media bias of the kind we witnessed Wednesday are a big reason. Technology and changing lifestyles have fractured markets and wrecked revenues, but self-inflicted wounds compound the damage.  The moderators’ relentless badgering, arrogance and ignorance toward the GOP candidates was so bad that their performance was universally panned, no small feat at a time when the media, like everything else, is polarized. The tenor provoked astonishment over the failure of network brass to recognize the black eye coming its way.  To continue reading Michael Goodwin's column in the New York Post, click here.  Michael Goodwin is a Fox News contributor and New York Post columnist."
1,"0 Add Comment  STUDIES have shown that websites which fill their pages with headlines that end with three dots and a question mark have to do very little else to attract thousands of clicks from unsuspecting web users.  The findings come after a year-long internet study, which found that content hosting sites can survive simply by exploiting the human brain’s natural tendency to seek the answer to a question that is seemingly directed straight at them, even if they have very little interest in the subject at hand.  Web users are just as likely to click through on headlines such as ‘Did Amy Huberman show too much flesh at last night’s event…?’ as they are on headlines such as ‘Can this tractor pull this other tractor up a hill…?’, meaning that little or no effort is required to run a thriving media empire.  “Can this kitten reach his food…? Does this grandmother know all the words to Lose Yourself…? Who cares, it’s all clicks” said one entertainment website owner.  “Once we worked out the old three dots and a question mark formula, then we knew we were set for life. People just can’t help but click on that. It’s like catnip for the bored mind”.  It is believed that the success of the formula is so great, that all news will come in that format in the near future. Already, Brian Dobson is working on his delivery of news headlines such as ‘Were there many people killed in the Middle East today…?’ and ‘Did the government get the 8th amendment sorted out…?’."
1,"Leave a reply  Kate Bartolotta – In this day and age where the constant use of social media demands that we label and define ourselves to others in every way possible, it’s important to understand the true meaning and use of the word introvert.  A lot of people use the words “introverted” and “shy” interchangeably; they don’t mean the same thing.  As someone who works with people all the time, you’d think I’d be an extrovert. I’m friendly. I’m not shy. But when I get close to my “people time” limit, it’s time to shut down, be quiet and hole up with a good book. I love helping people, but there’s a huge reason that I balance that type of work with work where I get to be quiet and dive in to working with words instead of being bombarded with interaction.  It’s because—although I don’t fall into some of the old stereotypes—I’m an introvert.  I spent years feeling guilty if I wanted to spend time alone instead of doing things with friends. I learned to make the best of it, and often pushed myself to be social—even when it felt exhausting. Many people do this, as extroversion tends to be prized in our society, while introversion is seen as a “second-class personality trait, somewhere between a disappointment and a pathology.” It is none of those things. It’s the way an estimated two-thirds to one-half of us are wired, and it can be our greatest asset.  As I mentioned, being introverted isn’t the same thing as being shy (though there’s nothing wrong with being shy either) . Many shy people are also introverted, but one doesn’t really have much to do with the other. The best explanation I was ever given (and maybe one of the biggest “aha!” moments of my adult life) was that while extroverts are energized by connecting and spending time with others, introverts need inward-focused, alone time to recharge.  Being introverted has nothing to do with lack of confidence. Many confident people are introverted, and gather their strength from the time they spend alone rather than from the input of others. In some ways, I believe that the ability to enjoy being by yourself says a great deal about your confidence.  It isn’t that introverts don’t like social time—it’s that for us, social time is giving out energy rather than receiving energy.  A lot of us fall somewhere in the middle between the two, and some interactions take more out of people than others.  A few things to consider if someone you care about falls more on the introverted end of the spectrum: 1. Think of each of us as having a cup of energy available.  For introverts, most social interactions take a little out of that cup instead of filling it the way it does for extroverts. Most of us like it. We’re happy to give and love to see you. When the cup is empty, though, we need some time to refuel. We aren’t mad. We don’t stop caring about you. We’ll be so happy to see you and talk to you again when we’ve had some time to decompress. 2. Silence isn’t a bad thing.  Really. It’s not an insult. It’s the introvert’s way of conserving energy and restoring him or herself. If we can be quiet with you (and you can be content being quiet with us) it’s a huge compliment and a huge relief. Other times the quiet really does need to be spent alone. We come back when we’re ready. It’s worth the wait. 3. Just because someone is friendly, she isn’t necessarily an extrovert; just because someone is quiet doesn’t mean he’s an introvert.  If you pay attention to people you care about, often you can see what energizes them and what drains them. If you aren’t sure, ask. If you notice a friend seems wiped out, ask if spending time together sounds like fun or if they’d like some down time. I can’t tell you how many times I’ve become almost giddy because plans were cancelled—even with people I love. When you know someone needs some space in order to re-energize, be respectful and give it to them. It isn’t rejection. 4. Text. Write letters. Email. We love it.  There are times that you can’t beat a face to face conversation, I’d agree 100%. But for introverts, sometimes being able to stay connected and stay in touch in a less intense and less draining way is a huge help. Being in crowds is tough. Even long conversations can be tough if we’re already “peopled out.” Having the freedom to respond when we are ready is a great feeling. Sometimes, it’s right away. If it’s not, don’t be offended. (It’s not you…it’s me. Really!) 5. All of this really comes down to respect.  Each of us has our own set of boundaries, our own way of communicating and our own needs. When you care about someone, you choose to communicate with him or her in ways that show you love and respect them. If your cup is filled by lots of interaction with others, go for it! Be in tune with your own needs, and enjoy the way that time with others energizes you. If someone you love is an introvert, and needs time to him or herself, tune into and respect that as well. We don’t do activities alone because we are sad, or negative or depressed; we do it because that’s what fills our cup back up. We’ll be even happier to see you when we come back.  Kate Bartolotta –“One of the best things I’ve read on the subject was the book Quiet: The Power of Introverts by Susan Cain. The shorter 12-question quiz on her site can give you some good insights into your own personal introversion or extroversion that bypasses some of those long held stereotypes (P.S. I’m 12 for 12).” SF Source Dreamcatcher Reality  "
0,Parker covered the Trump campaign and transition for the Times.
1,"Email  It is especially painful for me, as an economist, to see that two small cities in northern California — San Mateo and Burlingame — have rent control proposals on the ballot this election year.  There are various other campaigns, in other places around the country, for and against minimum wage laws, which likewise make me wonder if the economics profession has failed to educate the public in the most elementary economic lessons.  Neither rent control nor minimum wage laws — nor price control laws in general — are new. Price control laws go back as far as ancient Egypt and Babylon, and they have been imposed at one time or other on every inhabited continent.  History alone should be able to tell us what the actual consequences of such laws have been, since they have been around for thousands of years. Anyone who has taken a course in Economics 1 should understand why those consequences have been so different from what their advocates expected. It is not rocket science.  Nevertheless, advocates of a rent control law are saying things like ""this will prevent some landlords from gouging tenants and making a ton of money off the housing crisis.""  The reason there is a housing crisis in the first place is that existing laws in much of California prevent enough housing from being built to supply the apartments and homes that people want. If landlords were all sweethearts, and never raised rents, that would still not get one new building built.  Rising rents are a symptom of the problem. The actual cause of the problem is a refusal of many California officials to allow enough housing to be built for all the people who want to rent an apartment.  Supply and demand is one of the first things taught in introductory economics textbooks. Why it should be a mystery to people living in an upscale community — people who have probably graduated from an expensive college — is the real puzzle. Supply and demand is not a breakthrough on the frontiers of knowledge.  A century ago, virtually any economist could have explained why preventing housing from being built would lead to higher rents, and why rent control would further widen the gap between the amount of housing supplied and the amount demanded. Not to mention such other consequences as a faster deterioration of existing housing, since upkeep gets neglected when there is a housing shortage.  Today's economists have advanced to far more complicated problems. It is as if we had the world's greatest mathematicians but most college graduates couldn't do arithmetic.  Part of the problem is that even our most prestigious colleges seldom have any real curriculum requirements that would ensure that their graduates had at least a basic understanding of economics, history, mathematics, science or other fundamental subjects.  Many students and their parents spend great amounts of money, and go into debt, for an education that too often leaves them illiterate in economics and ignorant of many other subjects.  Part of the problem is that many college graduates do not take a single course in economics. Another part of the problem is that many economics departments leave the teaching of introductory economics in the hands of some junior or transient faculty member, or even graduate students who get stuck with the job.  One of the things that made me proud of the economics department at UCLA when I taught there, decades ago, was that teaching the introductory economics course was the job of a full professor, even if not the same professor every year.  In all too many subjects today, the introductory course is taught by junior faculty, transient faculty or graduate students, while the full professors teach only upper level courses or postgraduate courses.  That may save a department the expense of staffing the introductory course with their more highly paid members. But, it is extravagantly expensive from the standpoint of society as a whole, when it means sending graduates out into the world unable to see through the wasteful economic hokum spread by politicians.  That is how you get ill-informed voters who support price controls of many kinds, without understanding that prices convey economic realities that do not change just because the government changes the prices. It is as if someone's fever was treated by putting the thermometer in cold water to bring the temperature reading down. You don't get more housing with rent control.   Thomas Sowell is a senior fellow at the Hoover Institution, Stanford University, Stanford, CA 94305. His website is  To find out more about Thomas Sowell and read features by other Creators Syndicate columnists and cartoonists, visit the Creators Syndicate webpage at  .  COPYRIGHT 2016 CREATORS.COM Please review our Comment Policy before posting a comment  Thank you for joining the discussion at The New American. We value our readers and encourage their participation, but in order to ensure a positive experience for our readership, we have a few guidelines for commenting on articles. If your post does not follow our policy, it will be deleted.  No profanity, racial slurs, direct threats, or threatening language.  No product advertisements.  Please post comments in English.  Please keep your comments on topic with the article. If you wish to comment on another subject, you may search for a relevant article and join or start a discussion there."
1,"Homeless man looking a bit down today for some reason 27-10-16 A HOMELESS man who is usually upbeat seems a bit down today and no one’s quite sure why. Bill McKay, 56, usually sings Born in the USA while greeting passers-by but locals claim he doesn’t quite seem his usual jolly self. Local Barista, Julian Cook said, “He’s usually so full of life. Dancing about the place, proposing to every girl who walks past him and then laughing when they walk off. But today he’s just sat there looking bloody depressed. “I wonder why he’s in such a mood? “ Usually I’d give him a cup of coffee and a bit of cake for being so entertaining but if he’s going to just sit there looking like he wants to cry then he can sod off.” When asked why he was so down, McKay simply shook his head, muttered something about the government and then looked off down the street with a heavy sigh. Cook added: “See. What’s funny about that?”  Share:"
0,"Recall those heady days seven years ago when President-elect Obama’s promise to unite the two parties to work for the common good was still an article of faith among the true believers. The fact that he had managed to transcend America’s great original sin to become the first African American president was an amazing political feat but too many people, including some in the administration and at times the president himself, understood that to mean that he had pacified the Republicans. During the transition, the assumption was that there was a unique opportunity to solve all the big problems at once due to this unique historical moment.  On January 15, 2009, EJ Dionne of the Washington Post wrote a column called “Audacity without Ideology” that laid out the administration’s thinking:  There are at least three keys to understanding Obama’s approach to (and avoidance of) ideology. There is, first, his simple joy in testing himself against those who disagree with him. Someone who knows the president-elect well says that he likes talking with philosophical adversaries more than with allies. But Obama’s anti-ideological turn is also a functional one for a progressive, at least for now. Since Ronald Reagan, ideology has been the terrain of the right. Many of the programs that conservatives have pushed have been based more on faith in their worldview than on empirical tests. How else could conservatives claim that cutting taxes would actually increase government revenue, or that trickle-down economic approaches were working when the evidence of middle-class incomes said otherwise?  The second key was the quite obvious fact that the economy would require liberal solutions with which nobody on the right could possibly disagree so there was no need to even talk about ideology. Obama could just subsume all objections under “mountain of data” and that would be that.  The third key was the “telltale notions” that would define his presidency: “sacrifice,” “grand bargain” and “sustainability.” Sacrifice was the benefits people would have to give up in order that the president could reform the government from top to bottom. This would entail figuring out a way to control health care costs, cut the “entitlements” and get limits on carbon emissions. And because this was all just simple common sense and so very pragmatic, the political system could have no objections.  Dionne described it his way:  The economy was in freefall, the election had been decisive and the new president came in with a congressional majority so it was reasonable for the Democrats to believe they had a mandate. But despite the fact that there had been a bogus impeachment, a stolen election and a war based upon lies, the president didn’t seem to have truly recognized what the Republican Party had become. They were not on board with his plan to “pragmatically solve problems” and everyone should have been crystal clear on that when the Senate could only get three Republicans (Collins, Snow and Specter) to vote for a stimulus package to deal with the worst economic crisis since the Great Depression.  By the time the Democrats started putting together a health care plan, the Tea Party had been formed and a plan was in place. Senator Jim DeMint was declaring, “if we’re able to stop Obama on this it will be his Waterloo.” They did everything they could but they couldn’t stop it. Obamacare passed on a party line vote and a year later, Senator Mitch McConnell said, “the single most important thing we want to achieve is for President Obama to be a one-term president.” Republicans didn’t even pretend to be dealing in good faith and decided that their midterm victory meant they had a mandate to control the government from one house of Congress. The result was the debt ceiling crisis, a government shutdown and sequestration. The president proposed his Grand Bargain idea of cutting Social Security but the Tea Party would have none of it as long as the White House insisted on getting some revenue from the wealthy.  It was hopeless. As former Obama administration staff member Dan Pfeiffer said, “He had hopes of being able to change the polarization, not just in the country, but in Washington.” But they learned it was a lot harder than they thought. Pfeiffer said it was President Obama’s biggest regret that he had not been able to deliver on that promise. But nobody could have delivered on that promise. The polarization that exists today has always been with us. What’s new is that the two parties are now divided ideologically when in the past the ideological divide existed within both of them. Our system, with all of its checks and balances, doesn’t work very efficiently under such conditions. Thinking about this recent history inevitably makes you wonder what will happen with the next president. It’s logical to assume that if one of the Republicans wins next November this dynamic would change. One of the most frightening political scenarios imaginable is one in which a President Trump or Cruz wins the presidency and has a congressional majority to help them enact their agenda. But it pays to keep in mind that President Obama had that (for an admittedly short period) along with a major crisis which demanded government action. We know how that turned out. There’s no guarantee that this would happen under a Trump administration, of course. But he is so eccentric (to put it politely) that he would likely find himself at odds with his own party on much of his agenda. It’s very hard to see how such a person could even function. A President Cruz is a much clearer proposition. His party establishment has no love for him but he is smart and resourceful and would likely hit the ground running with a plan to enact his agenda. But like President Obama, he would likely have a very short window in which to do it. It’s fair to assume he’s aware of that. Whether any of the so-called establishment candidates get that is an unknown but both Bush and Kasich have been out of Washington for a long time and Rubio seems to be oblivious to its current dynamics.  But regardless of which one might win, the first two years of a GOP administration with a GOP majority would be a very dangerous time. One assumes the Democrats are all fully aware of what they are dealing with at this point. With the Republicans still in full extremist mode, unless the Democrats win an unprecedented landslide (very unlikely in this polarized political environment) a progressive agenda will probably only be fulfilled around the edges. There are no more illusions of Grand Bargains and changing the polarized political system through pragmatic policies designed to give everyone a little of what they want. Until these Republicans sober up, the best we can hope for is that Democrats can keep the GOP from dismantling every bit of progress that’s been made over the past half century and stop them from starting World War III. There’s nothing more important than that."
1,"Donald Trump is loud, rude, bombastic and just awful , right?  That’s what the media is telling you.  They’ll play the awful Billy Bush audiotape over and over again, repeat comments he made decades ago about women, and recycle his “What an awful woman!” comment during the debate.  But that’s the side of Donald Trump the media wants you to see.  Perhaps the real Donald Trump is soft-spoken, humble, thoughtful and intelligent.  In a short video announcing the opening of his new hotel in Washington (a revitalization of the old Post Office in the district), Trump speaks about what it took to get the building remodeled.  He used the work on the post office as a metaphor for rebuilding America.  “This building is an historical landmark, a true American original,” he said. “It had all the ingredients of greatness, but it has been neglected and left to deteriorate for many, many decades. It sat there so beautiful and so empty and was falling into a very, very bad state of condition.  It had the foundation for success. All of the elements were here. Our job was to restore it to its former glory, honor its heritage, but also to imagine a brand new and exciting vision.”  Everyone should watch this video:  No yelling, no screaming. Just Donald Trump explaining how to make America great again."
1,"  3 More Emotions Men Should Master 3 More Emotions Men Should Master  André is a young European who left his decaying country in 2012 for greener pastures. He enjoys exploring subterranean places, reading about a host of interconnected topics, and yearns for Tradition. November 3, 2016 Mind  Passions and emotions are an almost bottomless pit. Start digging there and you will find new ones, or new relations between this and that tidbit of emotional content. So-called Enlightenment philosophers who tried to theorize the passions—something that had been done at greater length, actually, by Thomas Aquinas—could never agree on how many there were or even how much they exactly mattered in the course of life.  Whether or not you have been reading my last two pieces on the topic, remember this is about mastering passions in the most general sense. This is not only about emotional restraint or seduction. Our own emotional states are the first in line, but mastering the passions is also about spotting what other people are feeling, how they can be led to a specific course of action, and what tends to make them tick. Mastering the passions is far from evident, it rather takes times and experience: the concepts and directions I am providing here aim at giving some conscious clarity about things that are by nature a bit muddy.  Artists, though they often suffer from mental problems, are skilled at painting a particular vision in vivid colours, allowing their public to share a specific point of view and emotional state. This is something the elite know very well. Critics trashed Ayn Rand’s Atlas Shrugged because they could see themselves painted there as passive-aggressive cultural parasites. Rand’s novel was more cogent, and attracted more heat, than her barely original “philosophical” pieces today sold at the cheapest price on the second-hand book market.  More recently, the movie The Fall (2004) got backlashed by some of the mainstream media on the grounds that it depicted Hitler as “too human.” While seeing actor Bruno Ganz pondering, eating, talking to his closest company or getting angry, the viewer could perhaps feel a bit of empathy to him. Which is, of course, unacceptable to a Left that clings to the idea of a crazy, careless, “inhuman” dictator to be forever cast as an embodiment of evil. Hollywood directors do not like witnessing others competing with their own emotional mastery.  We need artists, as well as qualified cultural critics, to take some distance from the mainstream propaganda disguised as entertainment and expand an alternative culture and artworks. Emotions explored in the present series can be used just that way. 1. Gratitude  Gratitude denotes a trained and refined disposition. Being graceful means “recognizing that the good in our life can come from something that is outside us and outside our control” (Neel Burton, Heaven and Hell , chap.8, p.61). It focuses on positive things we already have and that cannot be ascribed to our sole merit or efforts.  The traditional world, whatever the particular cultural or religious form it was embodied into, always emphasized the necessity of being grateful. You owed your existence to God, to your family and your community. None of these goods were actually deserved, which meant you had to be grateful for them and repay them by being a dutiful member of the community as well as a dutiful father for your own children. A lot of prayers and ancient rites imply a thanksgiving for what one already has.  Moving later in time, it is striking to see that modern progressivism breeds the exact opposite mindset. The ideology of rights make many goods granted, not a “thank you for” but an “I have a right to.” Neophilia (the relentless pursuit of novelty) always casts a bad shadow on what has been around for some time, as if what was coming later was always better.  Advertisement, gossip culture, economic growth pressure, quest for victimhood lead to envy and always being more or less frustrated with what one already has, regardless of what it is. By leading us to always want more, progressivism makes us oblivious to what we already have or how it does not stem from pure individual merit—and, when it flatters the ego, it makes us complacent and far from cultivating the art of being thankful.  Turning our backs from the modern, ungraceful mindset is easier said than done. To start with: loud-mouthed girls should be remembered they owe their nice, luxurious workplaces to the men who built them, LGBTBBQ should thank their heterosexual parents and ancestors for their very lives, anti-white black activists should remember they would not even exist had their ancestors not benefited from their white colonizers healthcare technology. Feel free to expand the list. Ultimately, I think, every person who is modern or westernized enough can be outed as ungraceful for something. 2. Trust  A famous study showed that multiculturalism was closely correlated with defiance and a lack of trust in each other. Provided that we enlarge a bit our definition of multiculturalism, this absolutely makes sense. Some ethnic groups are especially prone to violence, and some “minority” groups are rewarded for freely accusing the silent majority, but the hegemony of political correctness made it a taboo. Communities have been fragmented by individualism, i.e. each person looking to take as much as she can, and by an “antiracist” white guilt that soon became an intra-white generalized suspicion of “racism.” People do not identify anymore with the larger society and often cannot even identify with a smaller community—which makes everyone else a potential enemy.  Yet, without trust, life becomes unbearable. If you can’t go to the streets without the possibility of getting mugged by, say, BLM activists , or go to a family meal without the prospect of a lukewarm struggle with aging leftist parents, or have a relationship with a girl without the possibility of her making a false rape accusation , there aren’t a lot of things you can do on the long run. Without trust in other people, you have to trust the complex of big corporations, NGO, and State institutions we call the system—and be dependent from it for things as basic as food and shelter.  Only trust in each other can make life sustainable and long-term projects workable. To re-create trust, we have to make people accountable and bound to precise rules, reward good behaviours while punishing bad ones. Actions must bear consequences. But before neomasculinity gets into power, men should strive to establish a reputation through reliability, persistence, and a strong mindset. I could wager you have been more trusting of your Facebook friends last years than of the mainstream media , the former conveying more trustworthy information than the latter. 3. Desire  Modern capitalism and progressivism always ran on desire. Want cheaper prices? More goods? Better goods? More TV channels to watch? More monies? More ego and thinking you are the hot shit? Well, just buy in X or do some work for Y, and here it is… um, nah, you just have to do some more, and some more, and some more. In the end, you forgot why exactly you are doing what you’re doing, or why you started to watch TV. But it all started with you led to perform something, no matter how surreptitiously framed as spontaneous or normal it was.  The system plays on desires in three ways. It sets things to be desired, things to be feared or never desired at all, and things to be consummated without end. Things to be desired include everything the advertisement wants you to desire, like a revolving credit, a new sofa, an SUV or whatever, as well as the next step of “ progress ” as it has been elaborated on the top of the pyramid.  Things to be feared are where the system wants you to be resigned and fatalistic: did you ever feel sad to see all these girls losing themselves into a sea of fat, bitching, and SJW-propaganda spouting? Too bad, that’s globalization, resistance is futile, move on! At last, things to be consummated are mainly produced to keep you busy and programmed though you are not really practising anything beyond staring at a screen.  Lately, an important shift has been happening between the first and third ways to play on desires. Decades before, the average consumer had to desire owning more junk or being part of the “progress”: the system needed him to work and monitor his peers. Today, the junk is already everywhere, PC culture is already hegemonic, and the average American worker is no longer needed. Active desire is not needed anymore.  Thus, the system has shifted into making the average Joe more passive. Instead of actually desiring more, the consumer should be content with surrogates of everything—pseudo-group identity with team sports, pseudo-sports with football and basket on TV, pseudo-sex with porn, pseudo-life with video games, pseudo-family life with animals, pseudo-expertise when the average libtard obnoxiously parrots the media on everything. This is Brzezinski’s tittytainment in a nutshell.  Even if you don’t give up on having a real life instead of a surrogate, the system will still want you to desire things only for yourself, thus retreating into individualism, instead of trying to actually weight on the world. Either you surrender to “the progress” or you try to ignore it before it comes for you. As if nothing could change.  Don’t let the elite frame the world according to its own interests. Desire self-realization and weighting on the course of the world. Of course, our female counterparts should desire being loving, caretaking, and definitely on our side. To conclude this series  Once again, it is hard to sketch in a few words what could be done with passions or emotions. What I have mostly dwelled into is how those already in power manipulate them and what we could do as to take them back. If you find the topic worthy of interest, you can expand it in two directions: first, documenting yourself on a particular passion or emotion, and second, using some by stirring it with a certain aim in mind.  In the former case, I would recommend Neel Burton’s Heaven and Hell (quoted several times in the course of this series) as a point of departure. In the latter, being creative or simply assertive is up to you. Whether this looks more like efforts or self-persuasion or artistry does not matter much.  Here, as well as in seduction, a tight framing is key. Whatever the topic, no vocabulary and no picture are really neutral, which is a problem as our perception and thinking orientation are often conditioned by these. The mastery of emotions is reinforced—and reinforces—the mastery of representations. If this sounds far-fetched, let me provide some examples of use, examples you are absolutely free to expand as it suits you.  In the comments space, several guys here have been giving a very negative portrayal of the nice guy: he would be a fake, a “sneaky bastard,” a “jerk.” So guys who want to get laid or have their own interests, just as everyone else, are jerks? This looks like internalized feminist thinking. In my opinion, nice guys should elicit empathy, which goes through a positive portrayal emphasizing their willingness to respect the girl or how they were likely raised by an unmanly culture.  A recent ROK piece about mainstream media has shown how these are making a conscious effort to hide and de-legimitate white victimhood: they paint vividly any crime where the victim is non-white and the perpetrator is, but mention no detail or do not mention at all any crime perpetrated by non-white(s) on white(s).  The same pattern appears in the movie Elysium (2013), when the (of course) white villain mentions children she wants to protect from a mass of brown invaders, yet these children are never shown and consequently stir no empathy from the average watcher, whereas the brown-skinned are vividly depicted as humane and not responsible for their own poverty.  Analyzing these phenomena is fine, but ultimately insufficient. Creative people on our side have to provide an alternative that includes mastered emotions. Picking up girls is part of, and gives some experience in, this wider game."
1,"Email  Time to say goodbye to politics as usual.  In another stunning game changer that has further upended the political establishment, President-elect Donald Trump this morning announced the nomination of a mysterious cloaked man to serve as his secretary of the Hook.  Yep. Trump promised change, and right away he’s appointing a nameless robed man to lead the Department of the Hook. How’s that for a shock to the system?  The silent man, whose face is completely shrouded within a thick, hooded cloak, is rumored to have topped the shortlist of candidates for secretary of the Hook after emerging alone from a dense forest at night and immediately causing all greenery within the Washington beltway to wilt.  Trump has already lauded his nominee as “a wonderful man with an absolutely tremendous cloak” whom he trusts do an “unbelievable job” discharging the duties of the position, which include abiding by the Hook, interpreting the Covenant of the Hook, and holding aloft the candle whose flame subtracts light from its surroundings.  “The man in the cloak is going to be a fantastic secretary of the Hook. Just fantastic,” said Trump, who added that the secretary will be second in the presidential line of succession. “No one is better qualified to enforce the covenant than this man. His cloak is dark, he was born before Christ, I don’t know his name, he has the Hook now, and he’s ready to fight for us!”  And don’t look now, but the presumptive secretary of the Hook is already making waves. At dawn this morning, he led the Zealots of the Hook in a procession through the streets of Washington, toward the open entrance to the Onyx Pyramid, an edifice by the Lincoln Memorial that residents could not remember ever having existed but that the cloaked man assured Americans in a terse press release “has always been and shall forever be.”  One thing’s for sure: This appointment signals a whole new political era in the nation’s capital. We can’t wait to see how this bold move turns out!"
1,"Heseltine strangled dog as part of Thatcher cabinet initiation ceremony 01-11-16 LORD Heseltine has admitted strangling his mother’s dog for his initiation into Margaret Thatcher’s cabinet. The 83-year-old peer said that every member of Thatcher’s inner circle was forced to take a life and steal something irreplaceable from close family to prove they were outside bourgeois morality. He continued: “It’s an idea I believe she took from Aleister Crowley. I decided to get both my trials over with at once and choked the dog with my bare hands. “My mother never forgave me, of course, but I have to say it worked. From that moment on I had no sentimental respect for life, and human suffering was no longer any impediment to policy. “Of course, I was still terribly upset by what she did to Westland. That poor helicopter company. Still brings tears, even now.” The revelation follows Sir Geoffrey Howe’s admission that he threw a chimp from a moving train, Lord Tebbit’s boast of thrashing owls with a riding crop in the Cabinet Room, and Nigel Lawson’s confession that he hypnotised a swan to fly into a brick wall.  Share:"
1,"Hillary Arrives At Rally, Makes One Weird Move That Left Onlookers Puzzled Posted on October 27, 2016 by Alisha Rich in Politics Share This  As Hillary Clinton makes her last few rounds of appearances before election day, the presidential hopeful will feel a little bit of the pressure that the presidency will demand. However, when she arrived at her rally in Lake Worth, Florida, she attempted to make one move that she hoped no one would notice.  There have been many questions over the course of Hillary Clinton’s campaign regarding her health. As a result of her age and her lifestyle, there’s no doubt that her body is starting to feel the effects of aging – whether she likes to admit it or not.  However, video footage of her recent rally in Florida shows how desperate she is to keep her health problems hidden, but her attempt was met with failure the moment she hit the stage. In fact, the Democratic presidential candidate struggled to climb one single step. The video captures one of her aides rushing towards her side as she attempted to climb up the riser.  “She needed assistance to get onto it as she could be seen reaching her hand out for a boost or some added steadiness,” according to The American Mirror . “The aide extended his hand and Clinton held on tightly as she made her way up the 18 inches.”  Although Hillary Clinton insists that her health isn’t an issue, the number of incidents she has had paints quite a different picture. If you take a close look at the video, the aide can even be seen standing behind her, reaching for her waist – probably preparing for the event of her falling.  We have said it time and time again – she’s not fit to be president. Although her health is a major concern considering how demanding the presidency can be on a person, it’s her disastrous political history that raises, even more, concerns."
1,"Radio Aryan October 29, 2016  Matthew Heimbach brings us the last show of the week accompanied by Jason Augustus and special guest Jeff Schoep from the National Socialist Movement. Jeff tells us how he has been involved in White Nationalism for around 25 years and reminds us of the sacrifices that many good men have made over that time to promote our cause, being imprisoned or physically attacked for their beliefs. The NSM is a political movement as well as being involved in street activism, so they are involved in a lot of community outreach work. Jeff talks about how their roots go back to George Lincoln Rockwell and the only groups that have legitimate ties to his movement are the New Order and the NSM. He was taught by the people who had learned from him and public service was always a part of what they were doing.  Jason asks what it was like to be a political skinhead involved in National Socialism and what changes he has seen in his time. Years ago a fight just used to be a fight, but nowadays you can be hit with hate crime charges as well, which can lead to lengthy prison sentences and ruined lives, just for a fistfight that may not have even involved racial politics. You cannot even defend your life any more without being charged with hate crime, as we have seen recently in Britain, where activists have received serious jail time for defending themselves against violent antifa in Kent. Jeff is banned from Britain as well as Matt, not due to any criminal activity but just because his speech is politically incorrect. Matt reminds us that the reason for this is because they have no answer to our talking points. They cannot debate us so they always seek to shut us down.  The NSM will be taking an important role in the new Nationalist Front alliance with the TWP and Jeff talks about previous attempts to do this before, where good people have tried to broker a peace between the various organisations but due to petty reasons were never able to achieve it. He explains how the main problem has always been personality issues, where people have an issue with someone and then make up stories about them to cause problems.  The TWP and the NSM will be at a national rally together at the state capital of Pennsylvania on November 5th and all are welcome, especially other organisations. Jeff reminds us that although it is good to be promoting stuff on the internet, real political change has always been made on the streets. He suggests that if people are worried of being caught on camera, they should just wear a hat and sunglasses. Matt points out that he has never met anyone at an event that he has ever then gone on to have problems with on the internet.  For the last part of the podcast Jeff talks about how he has worked to modernise the NSM, distancing them from German symbols and concentrating on American ones instead. He has taken some flak for this but believes that if we want to win, then we will have to start taking risks, after all, who dares wins.  Presented by Matthew Heimbach and Jason Augustus with special guest Jeff Schoep  The Daily Traditionalist: Jeff Schoep and the NSM â DT 102816"
